191,consider,よく考える、考慮する、思いやる、みなす
192,mind,気にする、精神、頭脳、人
193,wonder,かなと思う、驚く
194,seem,のように思われる
195,compare,比較する、例える、匹敵する
196,concentrate,集中する、集中させる
197,focus,焦点を当てる、力を注ぐ、焦点
198,allow,許可する、可能にする
199,admit,認める、許可する
200,ground,地面、根拠
201,pollution,汚染、公害
202,sight,光景、視力
203,view,眺め、景色、見解、見方、みなす
204,landscape,風景、情勢
205,nature,自然、性質
206,seed,種、シード選手
207,plant,植物、工場、発電所、植える
208,bloom,咲く、開花
209,harvest,収穫、収穫する、摘出する
210,insect,昆虫
211,earthquake,地震
212,temperature,温度、気温、体温
213,degree,度、程度、学位
214,flood,洪水、水浸しにする
215,freeze,凍る、凍りつく、凍らせる
216,reflect,反射する、反映する、熟考する
217,polite,礼儀正しい
218,rude,無礼な、不作法な
219,lonely,孤独な
220,lazy,怠惰な、いい加減な、くつろいだ
221,strict,厳しい
222,ugly,醜い
223,intelligent,知的な、賢い
224,silly,ばかな
225,nervous,あがって、落ち着かない、神経質な、臆病な、神経の
226,awake,目を覚まして
227,alone,1人で、だけ
228,attitude,態度、姿勢
229,character,性格、特徴、登場人物、文字
230,characteristic,特徴、特有の、特徴的な
231,feature,特徴、特集記事、特集する
232,detail,詳細、細部
233,advantage,利点
234,fault,欠点、不具合、責任、断層
235,quality,質、資質
236,correct,正確な、正しい、訂正する、矯正する
237,ideal,理想的な、申し分のない、理想、理想的な姿
238,fair,公正な、公平な、品評会、見本市
239,appropriate,適切な
240,famous,有名な、有名な
241,elementary,初歩的な、基本の
242,major,主要な、専攻する、専攻
243,matter,重要である、物質、事態、状況
244,bright,明るい、賢い
245,brilliant,輝いている、すばらしい
246,lively,生き生きとした
247,comfortable,快適な、心地よい
248,pleasant,楽しい、心地よい
249,convenient,都合がよい、近くて便利がよい
250,FALSE,誤った、偽の
251,terrible,ひどい、苦手で
252,awful,ひどい、不快な
253,thin,薄い、やせた、薄い
254,tight,引き締まった、きつい、厳しい
255,loose,ゆるい、解き放たれた
256,raw,生の、加工されていない
257,empty,空の、中身のない、空にする
258,smooth,滑らかな、順調な、のばす、なでつける
259,direct,直接的な、指揮する、向ける、道を教える
260,familiar,知られた、知っている
261,similar,似た
262,differ,異なる
263,vary,さまざまだ、変わる
264,specific,特定の、明確な、具体的な
265,common,普及した、普通の、共通の
266,unusual,珍しい
267,add,加える、増やす
268,increase,増える、増やす、増加
269,reduce,減らす、にする
270,divide,分割する、割る
271,count,数える、数える、重要である、当てにする
272,weigh,重さがある、重さを量る、検討する
273,quarter,4分の1、15分、25セント、地域
274,lot,多くの、とても、状況、運命、土地
275,pile,積み重ね、山、多量、積み重ねる
276,rate,割合、速さ、料金、評価する
277,figure,数字、人物、スタイル、体つき、図、目立つ
278,lack,不足、欠いている
279,extra,余分な、追加の、臨時の、もの
280,ready,用意ができている、進んでする
281,prepare,準備をする、用意をする、準備をする、用意をする、準備ができている
282,adjust,慣れる、調整する
283,apply,当てはまる、申し込む、当てはめる、応用する、塗る
284,suit,適している、好都合だ、似合う、訴訟、スーツ
285,case,場合、事実、事件、症例、主張
286,scene,場面、現場、界
287,chance,機会、可能性
288,opportunity,機会、好機
289,experience,経験、体験、経験する
290,time,時間、時間、回数、倍、情勢、時代、するとき
291,spring,春、泉、温泉、飛び出る、突然出現する
292,minute,分、ちょっとの間、議録、とても小さい、細かい、するとすぐに
293,age,年齢、時代、長い間、高齢化する
294,generation,世代、生み出すこと、発電
295,anniversary,記念日
296,recently,最近、近ごろ
297,used,以前はだった、よくしたものだ、慣れている、中古の
298,early,早く、初期に、早く、早い、初期の
299,first,第1の、初めて、初めて、まず第1に、最初のうちは
300,latest,最新の
301,modern,現代の、近代的な
302,ancient,古代の、古びた
303,spend,費やす、使う
304,delay,遅らせる、遅延、延期
305,borrow,借りる
306,lend,貸す、貸す
307,rent,借りる、賃貸しする、家賃、賃貸料、使用料
308,provide,供給する、与える
309,board,板、委員会、乗る
310,garbage,ごみ
311,item,品物、点、個、項目
312,wheel,車輪、ハンドル、動かす
313,note,メモ、紙幣、指摘する、注意を払う
314,present,プレゼント、現在、現在の、出席して、存在して、贈る、提示する
315,bargain,買い得品、交渉する
316,stuff,もの、詰める
317,string,ひも、一連の、弦
318,leisure,余暇、余暇の
319,diet,食事、規定食、国会
320,furniture,家具
321,refrigerator,冷蔵庫
322,traffic,交通
323,sell,売る、売れる
324,pay,支払う、支払う、割に合う、給料
325,wear,身につけている、すり減らす、すり減る
326,clothes,服
327,marry,と結婚する、結婚している
328,greet,挨拶する、出迎える
329,order,注文する、命令する、注文、命令、順序、秩序
330,room,部屋、余地、空間
331,story,階
332,site,用地、現場、場所、跡
333,yard,庭、ヤード
334,bottom,底、一番下、最下位、尻
335,line,列、行、線、電話回線、セリフ、並ぶ
336,row,列、こぐ
337,background,背景、経歴、生い立ち
338,direction,方向、方角、道順、指示
339,culture,文化、培養、養殖、教養、耕す、栽培する
340,art,芸術、技術、一般教養
341,cartoon,漫画
342,novel,小説、斬新な
343,instrument,楽器、器具
344,tune,曲、チャンネルを合わせる、調子を合わせる
345,sentence,文、判決、の刑にする
346,article,記事、品物、冠詞、条項
347,passage,一節、経過、移動
348,vocabulary,語彙
349,rumor,うわさ
350,spell,つづる、呪文、期間
351,pronounce,発音する、宣告する、断言する
352,sign,兆候、印、標識、看板、掲示、署名する
353,mean,意味する、するつもりだ、意地悪な
354,publish,出版する、発表する
355,display,展示する、発揮する、誇示する、展示、表現、誇示
356,trust,信頼する、信頼、信用
357,depend,次第である、頼っている
358,rely,頼る
359,pray,祈る
360,beg,嘆願する、求める
361,prefer,を好む
362,weep,しくしく泣く
363,hate,嫌う
364,worry,心配をする、心配
365,anxious,心配して、切望して
366,satisfy,満足させる、満たす
367,annoy,苛立たせる
368,bother,面倒をかける、わざわざする、面倒なもの
369,disturb,迷惑をかける、乱す
370,frighten,怯えさせる
371,regret,後悔する、残念ながらしないといけない、後悔
372,favor,親切な行為、支持
373,interest,関心、利益、利子
374,pity,残念なこと、哀れみ
375,due,が原因で、締め切りの、到着予定の
376,reason,理由、理性、推理する、思考する、判断する
377,result,結果、結果としてなる、結果として生じる
378,effect,効果、影響、結果
379,influence,影響、影響を与える
380,end,結局することになる、端、終わり、目的
381,cause,引き起こす、原因
382,affect,影響を与える、作用する
383,way,方法、点、道、はるかに
384,manner,方法、流儀、態度、マナー
385,purpose,目的
386,sake,ため、日本酒
387,right,ちょうど、正しい、適切な、右の、権利
388,complete,完全な、完成させる
389,hardly,ほとんどない、めったにない
390,almost,ほとんど
391,partly,ある程度、部分的に
392,indeed,実際に、本当に、確かに
393,even,さえも、さらに、偶数の、均一の、ちょうどの
394,exactly,正確に、そのとおり
395,gradually,徐々に
396,therefore,それゆえに
397,instead,代わりに、代わりに
398,until,まで、まで
399,besides,に加えて、おまけに
400,except,を除いて、を除いて
401,debate,討論、討論する
402,criticize,批判する
403,accuse,非難する、告訴する
404,insist,言い張る、主張する、主張する、を求める
405,object,反対する、物、目的、対象
406,protest,抗議する、抗議
407,controversial,論争を招く、物議をかもす
408,bound,きっとする、行きで
409,bet,きっと～だと思う、賭ける
410,demand,要求する、要求、需要
411,desire,願望、強く望む
412,praise,褒める、称える、賞賛
413,honor,名誉、栄誉、敬う
414,chat,おしゃべりする、おしゃべり
415,refer,言及する、参照する、示す
416,mention,述べる、言及する
417,convey,伝える、運ぶ
418,demonstrate,示す、実演する
419,emphasize,強調する
420,exaggerate,誇張する、誇張する、大げさに言う
421,reply,返事をする、答える、返事、答え
422,respond,返答する、対応する、反応する
423,whisper,ささやく、ささやき
424,remark,発言、と発言する
425,observe,観察する、と述べる、遵守する、祝う
426,theory,理論、説
427,analysis,分析
428,phenomenon,現象、特異なもの、天才
429,device,装置
430,experiment,実験、実験する
431,chemical,化学物質、化学の
432,fuel,燃料、大きくする
433,nuclear,原子力の、核の
434,statistics,統計、統計学
435,pursue,追求する、続ける、追跡する
436,accomplish,やり遂げる
437,overcome,克服する
438,fulfill,果たす、満たす
439,devote,ささげる
440,strive,努力する
441,aim,狙う、向けだ、狙い、目的
442,challenge,難問、課題、異議を唱える
443,trial,試み、裁判、試練
444,dizzy,めまいがして
445,appetite,食欲
446,starve,餓死する、とてもお腹が空いている
447,mental,精神の、知力の
448,rest,休憩、残り、休む、次第だ、休ませる
449,surgery,手術、外科
450,disease,病気
451,stomachache,腹痛
452,symptom,症状、兆候
453,cancer,がん、かに座
454,ambulance,救急車
455,recover,回復する、取り戻す
456,sore,痛い、触れてほしくない、心が痛む
457,swell,腫れる、膨らむ
458,cough,咳をする、咳
459,bleed,出血する
460,faint,かすかな、気絶する、気絶
461,exhaust,疲れ果てさせる、使い果たす、排出、排気ガス
462,cure,治療する、治療法
463,disabled,障がいのある、障がいのある人
464,stiff,凝った、痛い、堅い
465,muscle,筋肉
466,tongue,舌、言語、言葉、話し方
467,sense,感覚、分別、意味、感じる
468,sweat,汗、汗をかく
469,gender,性、性別
470,nationality,国籍
471,citizen,市民、国民
472,civil,市民の、国内の、礼儀正しい
473,racial,人種の、民族の
474,rural,田舎の
475,domestic,国内の、家庭内の
476,global,世界的な
477,suburb,郊外
478,border,国境、境界、縁取る
479,burden,重荷、負担
480,impact,影響、衝撃、影響を及ぼす
481,status,地位、状況
482,equal,等しい、平等な、等しい
483,relationship,関係、親密な関係
484,reputation,評判
485,trend,風潮、傾向、流行
486,service,事業、制度、便、サービス、接客
487,religion,宗教
488,moral,道徳的な、教訓、道徳
489,standard,基準、水準、標準の
490,prosperity,繁栄
491,crisis,危機
492,prejudice,偏見、先入観、偏見をもたせる
493,discrimination,差別、識別
494,charity,慈善、慈善団体、慈善のための
495,benefit,恩恵、手当、恩恵を得る、恩恵を与える
496,welfare,福祉、幸福、生活保護
497,community,地域社会、共同体
498,individual,個人、個体、個人の、個々の
499,official,役人、役員、公式の
500,immigrant,移民
501,volunteer,ボランティア、自発的に申し出る
502,interact,交流する、相互作用する
503,contribute,貢献する、一因となる、寄付する、提供する
504,abolish,廃止する
505,impose,課す、押しつける
506,access,利用する権利、接近方法
507,duty,義務、関税
508,responsible,責任がある、原因となっている
509,policy,政策、方針、保険契約、約款
510,elect,選ぶ
511,industry,工業、産業、業界、勤勉
512,income,収入
513,profit,利益、利潤
514,tax,税金
515,expense,費用、経費、犠牲に
516,debt,借金
517,deposit,預金、頭金、保証金、埋蔵物、堆積物、預ける
518,charge,料金、責任、管理、非難、告訴、請求する、告訴する、充電する
519,wage,賃金、行う
520,recession,不況、不景気
521,consume,消費する
522,waste,浪費する、浪費、無駄、廃棄物
523,invest,投資する、与える
524,import,輸入する、輸入、輸入品
525,financial,財政的な、金銭的な
526,hire,雇う、借りる
527,employ,雇う、を用いる
528,resign,辞職する、辞める
529,qualify,資格がある、資格を得る、資格を与える
530,assign,割り当てる、配属する
531,occupation,職業、占有、占領
532,career,職業、経歴
533,profession,職業、同業者集団
534,unemployment,失業、失業率、失業者数
535,document,書類、資料、記録する
536,department,部門、課、学科、省
537,branch,支店、支局、部門、枝
538,retail,小売り、小売りされている
539,colleague,同僚
540,system,制度、組織、体系
541,structure,構造
542,architecture,建築
543,construction,建設
544,function,機能、機能する
545,surface,表面、表面化する
546,aspect,側面
547,edge,端、刃、優位
548,makeup,構成、構造、資質、化粧、追試験
549,consist,構成されている、ある
550,compose,構成する、組み立てる、作曲する、落ち着かせる
551,attach,くっつける、添付する、愛着を持たせる
552,connect,つなげる、関連づける、つながる
553,relate,関連づける、話す、理解を示す
554,associate,関連づける、連想する、付き合う、同僚、共同経営者
555,stick,貼り付ける、出す、守る、固執する
556,thief,泥棒
557,crime,犯罪
558,motive,動機
559,punish,罰する
560,violate,違反する、侵害する
561,legal,合法の、法律の、法的な
562,enemy,敵、敵の
563,conflict,対立、紛争、葛藤、矛盾する
564,compete,競争する、参加する
565,defeat,打ち負かす、敗北
566,victim,犠牲者
567,obstacle,障害
568,harm,害、害を与える
569,invade,侵害する、侵入する、侵略する
570,endanger,危険にさらす
571,interrupt,中断する、遮る、人の話を遮る
572,spoil,台無しにする、甘やかす
573,spectator,観客
574,relative,親戚、相対的な
575,departure,出発、逸脱
576,destination,目的地、観光地、旅行先
577,transportation,交通機関
578,vehicle,車両、伝達手段
579,baggage,手荷物
580,via,経由で、によって
581,lead,至る、送る、させる、鉛、芯
582,rise,上がる、昇る、上昇
583,flow,流れる、流れ
584,burst,破裂する、爆発する、突然し始める
585,melt,溶ける、溶かす
586,commute,通勤通学する、通勤通学
587,accompany,一緒に行く、伴う
588,emit,排出する
589,progress,進歩、前進、進歩する、進む
590,advance,進歩、前進、前進する、進歩する、事前の
591,deal,扱う、取り引き
592,handle,扱う、触れる、取っ手
593,treat,扱う、治療する、おごる、楽しみ
594,clue,手がかり
595,restrict,制限する
596,limit,制限する、制限
597,forbid,禁じる
598,ban,禁止、禁止する
599,refuse,拒む、断る
600,reject,拒絶する、拒む、除け者にする
601,persuade,説得してさせる
602,convince,確信させる、説得してさせる
603,inspire,奮起させる、かき立てる、ヒントを与える
604,discourage,やる気をなくさせる、落胆させる
605,promote,促進する、出世する、昇進する
606,boost,促進させる、増大させる
607,expand,拡大する、膨張する、拡大する、膨張させる
608,extend,延長する、広げる、伸びる、広がる
609,broaden,広げる、広がる
610,spread,広げる、広がる、広がり
611,tie,縛る、結ぶ、ネクタイ、きずな
612,fasten,固定する、かける、留める
613,fix,固定する、修理する、作る
614,install,設置する、インストールする
615,resist,我慢する、抵抗する
616,obey,従う
617,engage,従事する、関与する、引く
618,bump,ぶつかる、偶然出会う
619,bend,身をかがめる、曲げる、カーブ
620,hug,抱きしめる、抱擁
621,stare,じっと見つめる、凝視
622,gaze,見つめる、視線、凝視
623,glance,ちらりと見る、ちらりと見ること
624,glimpse,ちらりと見える、ちらりと見えること
625,stretch,伸ばす、広げる、伸びる、広がる、広がり
626,stumble,つまずく、偶然出会う
627,press,押す、押しつける、勧める、報道機関、出版
628,drag,引きずる
629,lean,寄りかかる、身を乗り出す、痩せている
630,scratch,ひっかく、かく、ひっかき傷
631,bow,おじぎする、おじぎ
632,nod,うなずく、うたた寝する、うなずき、会釈
633,sigh,ため息をつく、ため息
634,yawn,あくびをする、あくび
635,sneeze,くしゃみをする
636,bury,埋める、埋葬する
637,perform,遂行する、演じる、演奏する、やる
638,adopt,採用する、養子にする、引き取る
639,escape,逃れる、避ける、逃亡
640,scatter,まき散らす、散る
641,fold,折る、折りたたむ、組む、折りたためる
642,hang,掛ける、絞首刑にする、ぶら下がる
643,release,解放する、発表する、出す、放出する、解放、発売
644,strike,打つ、襲う、思い浮かぶ、印象を与える、ストライキ
645,beat,打つ、勝つ
646,protect,守る、保護する
647,twist,曲げる、ひねる、捻挫する
648,skip,サボる、抜かす
649,expose,さらす、暴露する
650,stir,混ぜる、呼び覚ます
651,shake,振る、揺さぶる、震える
652,polish,磨く
653,attend,出席する、通う、注意を向ける、世話する
654,imitate,まねる
655,conduct,行う、伝える、行為
656,struggle,苦闘する、もがく、苦闘、もがくこと
657,burn,焼ける、燃やす
658,cheat,ごまかす、だます
659,participate,参加する
660,exist,存在する
661,arise,生じる
662,occur,生じる、思いつく
663,involve,巻き込まれる、参加する、伴う
664,require,必要とする
665,counterpart,対応する人、物、事
666,advent,到来、キリストの降臨
667,maintain,維持する、主張する
668,last,続く、長持ちする、この前の、最後の、もっともでない、ついに
669,persist,持続する、残る、貫く、固執する
670,examine,調査する、検査する
671,gain,増す、得る、利益、増加
672,obtain,得る
673,acquire,習得する、獲得する、買収する
674,search,捜す、捜索、調査
675,logical,論理的な
676,scholarship,奨学金、学問、学識
677,instruction,指示
678,determine,決める、影響する、決意している、特定する
679,conclude,結論を下す
680,distinguish,区別する
681,classify,分類する
682,estimate,推定する、見積もる、見積もり
683,organize,まとめる、組織化する、取りまとめる
684,recognize,だれかわかる、認識する
685,suppose,することになっている、思う、仮定する
686,assume,思い込む、決めつける、引き受ける
687,care,気にする、世話をする、世話、心配
688,approve,認める、承認する、承認する
689,notice,気がついている、通知、掲示、注意
690,aware,気づいている
691,conscious,意識している、気づいている、意識がある
692,concerned,関心を持っている、重視している、扱っている、懸念している
693,regard,みなす、評価する、点、よろしくという挨拶
694,commit,専念する、委ねる、充てる、犯す
695,doubt,疑う、とは思わない、疑い
696,memorize,暗記する
697,forgive,許す
698,grant,当然のことと思う、与える、交付、補助金
699,recall,思い出す、回収する、リコールする
700,outlook,考え方、見通し
701,perspective,視点、見方、遠近法
702,abandon,捨てる、放棄する
703,eliminate,排除する、敗退する
704,rid,処分する、取り除く
705,remove,取り除く、取り去る、脱ぐ
706,resource,資源、財産、力量、手段
707,conservation,保護、保存
708,preserve,保護する、保つ
709,disaster,災害、大失敗
710,planet,惑星、地球
711,environment,環境、周囲
712,horizon,水平線、地平線、視野
713,layer,層
714,agriculture,農業
715,crop,作物、収穫、生じる
716,soil,土、土壌
717,weed,雑草、海草、雑草を抜く
718,pollen,花粉
719,drown,溺れ死ぬ
720,leak,漏れる、漏らす、漏れ
721,climate,気候、状況
722,atmosphere,大気、雰囲気、大気圏
723,forecast,予報、予報する
724,humid,湿気が多い
725,tropical,熱帯の
726,solar,太陽の
727,species,種
728,pesticide,殺虫剤、駆除剤
729,extinct,絶滅した
730,feed,えさを与える、養う、常食とする
731,energetic,活発な
732,greedy,貪欲な
733,brave,勇敢な
734,generous,気前のよい
735,intellectual,知的な
736,curious,好奇心が強い、奇妙な、好奇心をそそる
737,imaginative,想像力豊かな
738,afford,余裕がある、与える
739,eager,熱心な
740,selfish,利己的な、自分勝手な
741,aggressive,攻撃的な、積極的な
742,cruel,残酷な
743,addicted,中毒になっている
744,stubborn,頑固な
745,bold,大胆な
746,guilty,申し訳なく思う、罪の意識がある、罪を犯した
747,innocent,無実の、無邪気な
748,sincere,誠実な、心からの、偽りのない
749,modest,謙虚な、大きくない、高くない
750,stupid,ばかな
751,indifferent,無関心で
752,punctual,時間を守る
753,coward,臆病者
754,precise,正確な、精密な
755,accurate,正確な
756,proper,適切な
757,tidy,きちんとした、整然とした、整頓する
758,efficient,能率的な、無駄がない、有能な
759,reasonable,理にかなった、手ごろな
760,significant,重要な、有意な、かなりの
761,precious,貴重な、高価な
762,essential,不可欠な、不可欠なもの
763,fundamental,根本的な、基本的な、基本事項
764,outweigh,に勝る
765,critical,重大な、危機的な状況の、批判的な
766,serious,深刻な、真剣な、本気の
767,complex,複雑な、複合体、強迫観念
768,complicated,複雑な、ややこしい
769,delicate,繊細な、微妙な、虚弱な
770,plain,明白な、わかりやすい、質素な、平野、原野
771,obvious,明白な
772,remarkable,注目すべき、すばらしい
773,outstanding,傑出した、目立った
774,various,さまざまな
775,diversity,多様性
776,sort,種類、多少、分類する
777,marvelous,驚くべき、素晴らしい
778,active,積極的な、活発な
779,positive,前向きな、積極的な、確信している
780,pure,純粋な、澄んだ
781,steady,着実な、一定の
782,flexible,柔軟な、融通のきく
783,ripe,熟した
784,stable,安定した、馬小屋、きゅう舎
785,negative,否定的な、否定の
786,vague,曖昧な、漠然とした
787,weird,変な
788,rough,粗い、おおざっぱな、荒れている
789,severe,厳しい、ひどい
790,passive,受動的な、消極的な
791,vain,無駄に、無駄な、うぬぼれの強い
792,fake,偽の、偽造の、偽造品
793,risky,危険な、危うい
794,odd,奇妙な、奇数の、半端な、雑多な、可能性
795,ignorant,無知の
796,contrast,対比、対比する、対照をなす
797,valid,妥当な、正当な、有効な
798,rare,珍しい
799,casual,気楽な、ふとした、何気ない
800,available,手に入る、利用できる、空いている
801,practical,現実的な、実際の、実用的な、実践的な
802,abstract,抽象的な、要旨
803,brand-new,新品の、真新しい
804,secondhand,中古の、間接的な
805,rapid,急速な、急流
806,urgent,緊急の、差し迫った
807,shallow,浅い、浅はかな
808,sharp,急激な、きつい、鋭い、きっちりで
809,calm,落ち着いた、落ち着く、落ち着かせる
810,naked,裸の、むき出しの
811,independent,独立した、無所属の、無所属の人
812,tense,張り詰めた、緊張した、時制
813,narrow,狭い、狭くする、細める
814,vacant,空いている、使用されていない
815,vivid,鮮明な、鮮明な
816,awkward,ぎこちない、気まずい、扱いにくい
817,objective,客観的な、目標
818,manual,手を使う、身体を使う、手動の、手引き書
819,alike,似ている、同様に
820,alien,異質な、外国人の、地球圏外の
821,tend,する傾向にある
822,deserve,値する
823,fragment,破片
824,range,範囲、範囲に及ぶ
825,scale,規模、体重計、うろこ
826,unique,特有の、独自の、独特の
827,particular,特定の、特有の、好みがうるさい、特に
828,typical,典型的な
829,general,一般的な、全体の、大将、将軍
830,ordinary,平凡な、ふつうの
831,account,占める、説明する、説明、口座
832,calculate,計算する
833,measure,測る、寸法がある、手段
834,decline,減る、衰退する、断る、衰退、減少
835,split,割る、分裂させる、分裂する、分裂、裂け目、割れ目
836,volume,容積、体積、ボリューム、音量、巻
837,proportion,比率、部分、規模、大きさ
838,dozen,ダース、数十の
839,amount,量、に達する、結局～になる
840,mass,大量、大衆、かたまり、質量、ミサ
841,shortage,不足
842,enormous,莫大な、巨大な
843,spare,余分な、予備の、割く、惜しむ
844,arrange,手配する、段取りをつける、整理する
845,adapt,適応する、適応させる
846,match,調和する、匹敵する、釣り合う人、物、好敵手
847,fit,に合う、健康な、適した
848,emergency,緊急事態、緊急の
849,occasion,場合、行事、祝い事
850,accidental,偶然の、偶発的な
851,current,最新の、今の、流通して、流れ、風潮
852,temporary,一時的な
853,permanent,永久的な
854,previous,前の、以前の
855,former,前者、元の、前の、旧
856,contemporary,現代の、同時代の、同時代の人
857,lately,最近
858,immediately,すぐに、直接に
859,deadline,締め切り
860,decade,10年
861,supply,供給する、供給
862,replace,取って代わる、取り替える
863,exchange,交換する、交換
864,substitute,代わりに用いる、代わりになる、代わりをする、代わりの、代用品、代理人
865,submit,提出する、服従する
